(58.227.133.60:3310, 227.176.178.135:17712, 0) x 368
(247.58.95.239:46365, 2.1.26.195:59238, 0) x 1
(196.84.221.42:56429, 105.112.149.83:39089, 0) x 1
(107.189.126.161:64413, 150.74.186.203:37220, 0) x 1
(226.25.33.28:59896, 44.246.93.159:48426, 0) x 1
(202.147.189.127:51844, 42.96.71.244:2085, 0) x 1
(151.206.222.146:30687, 44.18.136.171:58058, 0) x 1
(103.114.70.47:2143, 75.90.226.192:49882, 0) x 1
(17.87.76.192:48986, 196.156.32.121:25869, 0) x 1
(41.119.65.19:64215, 41.193.17.189:36583, 0) x 1
(54.196.172.238:21146, 151.177.33.154:39593, 0) x 1
(197.98.92.80:35228, 54.186.31.167:44794, 0) x 1
(136.93.88.117:34058, 98.145.38.47:14145, 0) x 1
(21.27.50.95:13149, 204.84.112.135:12490, 0) x 1
(157.126.24.105:41445, 108.100.26.83:7367, 0) x 1
(227.102.220.234:49479, 98.132.5.89:17951, 0) x 1
(14.74.254.3:53566, 245.216.111.41:9052, 0) x 1
(157.37.129.106:50106, 136.170.143.24:8583, 0) x 1
(176.59.15.113:2136, 152.200.65.237:59968, 0) x 1
(249.139.121.174:45992, 91.205.60.3:10519, 0) x 1
(231.106.187.102:28087, 212.214.20.35:56653, 0) x 1
(68.231.48.138:35901, 25.18.199.10:50862, 0) x 1
(190.46.17.211:59504, 87.3.182.88:36513, 0) x 1
(216.43.207.145:45512, 11.89.158.241:41148, 0) x 1
(196.127.48.54:65355, 94.221.104.137:28056, 0) x 1
(7.129.193.100:5280, 254.232.6.200:33590, 0) x 1
(188.235.229.199:24719, 221.34.37.231:2140, 0) x 1
(6.82.156.246:17163, 143.151.30.242:13579, 0) x 1
(221.78.78.109:57301, 48.162.139.171:34376, 0) x 1
(48.197.44.149:20353, 17.39.202.30:52969, 0) x 1
(169.40.239.222:3215, 125.7.55.254:52480, 0) x 1
(103.28.133.87:9330, 58.214.122.245:44853, 0) x 1
(147.52.129.164:35283, 166.100.53.18:58217, 0) x 1
(109.207.205.27:7223, 164.37.143.44:49987, 0) x 1
(55.146.104.223:2234, 198.254.116.91:17525, 0) x 1
(19.51.195.166:45198, 98.133.21.92:42723, 0) x 1
(184.89.7.58:18114, 202.255.74.232:42406, 0) x 1
(200.129.71.3:5756, 89.2.242.109:13518, 0) x 1
(20.232.238.27:64124, 128.54.235.149:53698, 0) x 1
(242.71.147.113:58922, 5.208.32.158:31618, 0) x 1
(103.57.51.30:43558, 252.182.4.143:26415, 0) x 1
(70.156.184.23:59479, 64.34.254.33:25, 0) x 1
(108.8.38.209:51046, 176.166.176.118:41594, 0) x 1
(6.251.178.110:60700, 17.207.152.115:34174, 0) x 1
(129.149.165.28:49223, 127.98.0.228:61794, 0) x 1
(2.49.133.100:3597, 173.179.44.27:32938, 0) x 1
(247.126.63.169:55985, 69.13.90.146:57537, 0) x 1
(243.225.152.158:9015, 228.112.102.17:51830, 0) x 1
(28.5.187.136:52819, 220.163.85.76:65460, 0) x 1
(32.100.248.240:46680, 153.53.232.97:20428, 0) x 1
(174.31.89.138:39428, 88.226.55.253:35767, 0) x 1
(135.37.232.96:18690, 120.200.14.100:52210, 0) x 1
(40.205.7.170:47305, 174.28.223.103:47534, 0) x 1
(124.167.234.98:14028, 21.111.217.165:53229, 0) x 1
(98.69.229.223:34426, 99.133.157.215:50693, 0) x 1
(1.214.42.86:30814, 240.137.84.36:37250, 0) x 1
(35.187.239.235:1925, 245.92.154.123:29806, 0) x 1
(216.69.248.142:61866, 183.155.178.112:6627, 0) x 1
(156.90.152.21:19642, 184.224.100.137:22642, 0) x 1
(252.82.109.179:21031, 55.185.120.186:36278, 0) x 1
(56.205.223.113:61977, 229.187.213.92:55087, 0) x 1
(98.207.205.180:28448, 177.66.121.175:11226, 0) x 1
(133.92.173.128:36574, 159.102.186.80:31241, 0) x 1
(203.170.84.194:27936, 107.54.206.55:11839, 0) x 1
(16.137.133.179:17099, 218.151.131.157:60186, 0) x 1
(150.77.238.151:1259, 188.43.31.78:16833, 0) x 1
(238.151.50.214:55830, 92.187.52.209:56224, 0) x 1
(237.37.32.117:24066, 30.85.111.146:34657, 0) x 1
(125.148.176.99:47589, 100.42.134.61:39179, 0) x 1
(40.155.157.215:39753, 195.245.189.252:14215, 0) x 1
(226.191.170.126:22785, 198.212.43.161:16935, 0) x 1
(58.63.161.203:61314, 68.16.172.30:22052, 0) x 1
(153.122.174.216:11769, 11.100.60.44:55942, 0) x 1
(66.135.81.208:34914, 176.231.152.87:54962, 0) x 1
(185.206.142.78:28500, 217.30.123.40:4445, 0) x 1
(70.132.162.34:41559, 184.68.146.122:7306, 0) x 1
(24.124.212.27:38846, 34.33.145.220:31928, 0) x 1
(189.6.115.175:34741, 239.177.167.163:56717, 0) x 1
(186.245.228.168:49110, 193.5.212.35:64609, 0) x 1
(111.229.221.56:37321, 47.161.189.158:47902, 0) x 1
(159.200.211.22:6510, 245.224.254.122:11807, 0) x 1
(70.189.146.209:56142, 30.172.199.26:44095, 0) x 1
(203.30.77.91:27559, 170.106.118.38:26411, 0) x 1
(98.15.82.62:39017, 119.18.195.82:33532, 0) x 1
(56.0.132.245:18193, 93.2.23.30:27370, 0) x 1
(179.114.236.249:58040, 184.83.231.10:52485, 0) x 1
(207.135.195.95:53927, 28.31.165.228:12877, 0) x 1
(139.162.200.104:22791, 109.96.170.134:9454, 0) x 1
(207.71.235.26:30301, 134.54.170.1:15382, 0) x 1
(182.19.159.203:37000, 44.92.17.29:9943, 0) x 1
(118.215.162.121:29226, 1.183.238.46:57801, 0) x 1
(205.229.221.104:11465, 199.40.99.11:20411, 0) x 1
(100.50.252.94:65487, 176.25.62.116:8548, 0) x 1
(170.216.190.61:3205, 236.108.239.107:28785, 0) x 1
(179.179.137.157:37463, 62.197.88.112:29383, 0) x 1
(36.54.173.176:52061, 65.184.237.30:32079, 0) x 1
(76.234.207.238:13971, 38.224.122.75:6619, 0) x 1
(254.157.38.251:10132, 177.157.70.3:25152, 0) x 1
(56.182.192.203:50704, 249.207.54.148:43812, 0) x 1
(206.254.118.212:17685, 204.99.56.248:34240, 0) x 1
(225.29.235.144:38981, 147.126.126.140:13960, 0) x 1
(197.249.212.29:34941, 110.18.218.25:7155, 0) x 1
(178.251.140.252:6976, 230.102.12.171:46287, 0) x 1
(18.67.212.41:31558, 205.97.134.117:62516, 0) x 1
(129.167.202.155:36535, 128.56.205.89:24379, 0) x 1
(196.59.10.9:45153, 213.242.9.135:36254, 0) x 1
(173.138.202.238:56200, 34.177.3.100:22169, 0) x 1
(28.163.55.100:47955, 70.239.249.9:61819, 0) x 1
(22.243.248.182:42389, 252.46.40.48:22416, 0) x 1
(119.196.40.165:58684, 69.127.58.105:63317, 0) x 1
(15.200.12.34:18466, 183.128.151.28:60588, 0) x 1
(226.64.5.55:23378, 95.172.40.166:4209, 0) x 1
(64.165.212.14:29845, 232.60.189.32:45773, 0) x 1
(240.67.245.219:51609, 175.49.234.112:6089, 0) x 1
(43.248.107.41:61167, 38.77.108.59:33253, 0) x 1
(98.67.122.225:55829, 204.232.221.191:27134, 0) x 1
(17.59.251.3:25692, 165.125.230.130:30398, 0) x 1
(48.10.75.161:46218, 115.49.140.87:44720, 0) x 1
(223.100.15.107:63755, 111.1.198.32:61086, 0) x 1
(212.212.31.213:60946, 133.107.117.23:35322, 0) x 1
(53.237.27.156:33692, 142.53.45.51:22399, 0) x 1
(55.144.156.174:52310, 139.128.232.105:43230, 0) x 1
(16.16.232.116:7880, 168.84.5.251:8634, 0) x 1
(44.75.146.220:30876, 25.217.251.43:46170, 0) x 1
(104.18.247.93:19235, 42.184.112.44:52298, 0) x 1
(100.242.136.145:330, 89.173.107.184:6876, 0) x 1
(243.125.166.20:6919, 87.164.49.227:39643, 0) x 1
(31.67.130.196:30685, 26.222.141.79:40991, 0) x 1
(204.91.119.251:47530, 175.196.0.47:49746, 0) x 1
(251.197.254.97:19447, 185.190.36.32:8517, 0) x 1
(90.241.78.159:1837, 113.16.108.175:38444, 0) x 1
(25.37.69.230:57328, 191.183.209.24:26004, 0) x 1
(189.121.199.37:8751, 24.216.28.229:31743, 0) x 1
(220.206.203.28:43561, 65.93.146.124:5319, 0) x 1
(15.167.111.71:528, 210.122.66.211:52925, 0) x 1
(199.166.111.71:45470, 178.75.124.97:58798, 0) x 1
(195.144.143.32:20603, 37.48.137.234:50180, 0) x 1
(23.234.212.252:51998, 117.1.152.29:16574, 0) x 1
(135.38.158.114:19083, 140.83.189.130:64433, 0) x 1
(62.68.0.228:27307, 66.48.201.107:13907, 0) x 1
(233.243.10.201:41364, 142.38.226.58:37836, 0) x 1
(16.247.11.185:4937, 0.29.65.37:63128, 0) x 1
(6.123.138.45:3544, 240.80.197.232:6622, 0) x 1
(2.43.250.210:7933, 115.232.124.102:53484, 0) x 1
(82.238.207.246:49635, 186.222.117.159:57941, 0) x 1
(88.240.169.177:61461, 5.67.42.16:40300, 0) x 1
(25.151.183.76:36390, 113.238.113.123:55414, 0) x 1
(13.206.4.67:62952, 199.207.161.57:12085, 0) x 1
(194.213.252.22:30145, 197.122.52.223:2387, 0) x 1
(6.141.174.222:33738, 161.3.166.29:63427, 0) x 1
(48.112.22.186:56555, 241.1.84.28:38007, 0) x 1
(172.142.43.61:32088, 158.181.101.235:58461, 0) x 1
(16.164.99.204:61739, 225.204.52.19:26416, 0) x 1
(180.77.85.83:30169, 27.132.173.86:22129, 0) x 1
(71.17.26.143:9062, 150.30.189.109:26999, 0) x 1
(92.199.250.195:17785, 196.159.202.3:55048, 0) x 1
(148.204.95.87:6044, 75.193.192.49:47818, 0) x 1
(248.242.84.81:162, 119.254.33.10:29803, 0) x 1
(38.52.202.29:12403, 231.48.208.95:3904, 0) x 1
(55.39.139.139:10060, 72.253.247.1:59632, 0) x 1
(138.71.244.97:1136, 152.116.6.167:20465, 0) x 1
(81.21.85.243:45807, 222.174.176.19:2929, 0) x 1
(24.132.243.204:18111, 97.195.12.151:13284, 0) x 1
(33.24.65.82:58872, 120.132.64.207:65317, 0) x 1
(29.250.200.172:53531, 116.144.250.162:30075, 0) x 1
(240.158.79.195:45592, 163.134.59.100:45590, 0) x 1
(63.55.17.90:14996, 23.193.207.64:42369, 0) x 1
(23.177.23.103:50993, 62.8.77.128:22233, 0) x 1
(90.166.116.182:40869, 192.110.109.190:60259, 0) x 1
(200.156.143.22:61876, 172.156.87.242:50328, 0) x 1
(165.58.180.27:51169, 19.76.111.233:56836, 0) x 1
(1.238.233.73:9175, 109.157.220.253:31513, 0) x 1
(1.25.225.13:29670, 208.223.197.60:47331, 0) x 1
(117.157.202.11:49958, 110.217.132.145:53304, 0) x 1
(75.125.30.23:52160, 80.130.18.75:33957, 0) x 1
(27.112.186.106:10587, 105.205.52.14:27372, 0) x 1
(248.184.104.209:1605, 226.24.207.150:43230, 0) x 1
(90.95.3.92:39316, 21.224.170.249:60893, 0) x 1
(59.222.82.252:34428, 40.246.232.199:62239, 0) x 1
(224.200.32.244:59307, 103.67.101.103:40274, 0) x 1
(167.33.172.201:25, 41.9.172.59:41963, 0) x 1
(71.169.56.235:63074, 104.149.143.77:34983, 0) x 1
(236.223.13.252:50912, 137.61.100.115:62113, 0) x 1
(40.248.224.242:19287, 120.217.255.146:17914, 0) x 1
(71.222.113.107:42711, 211.184.14.167:13153, 0) x 1
(198.83.126.73:48985, 84.128.64.195:56399, 0) x 1
(241.192.43.135:39259, 28.27.149.220:28342, 0) x 1
(75.253.150.180:42773, 35.38.72.114:41975, 0) x 1
(235.151.215.216:47956, 17.31.251.64:37800, 0) x 1
(42.115.139.65:5897, 84.223.160.54:58901, 0) x 1
(116.225.44.110:19497, 52.251.226.209:47960, 0) x 1
(191.5.24.190:10455, 98.145.237.29:52189, 0) x 1
(185.71.212.167:23474, 255.230.14.194:305, 0) x 1
(130.228.92.119:2638, 75.147.101.51:20445, 0) x 1
(170.176.15.87:47312, 197.55.190.50:13436, 0) x 1
(168.75.9.133:42648, 56.98.38.51:39109, 0) x 1
(53.195.249.248:28697, 240.76.25.221:48741, 0) x 1
(4.183.203.44:22758, 203.38.243.3:38199, 0) x 1
(122.101.228.30:53654, 203.99.18.149:64351, 0) x 1
(15.78.100.117:65374, 226.241.105.2:48587, 0) x 1
(255.102.79.189:35645, 82.5.104.105:3577, 0) x 1
(59.127.165.63:34139, 39.49.245.141:32252, 0) x 1
(148.167.90.18:63700, 105.49.177.210:1686, 0) x 1
(252.85.65.6:38837, 124.249.46.115:4046, 0) x 1
(251.25.238.103:29677, 205.171.30.103:42015, 0) x 1
(17.72.42.251:23710, 252.51.25.118:56131, 0) x 1
(33.188.126.146:46742, 67.100.191.176:57177, 0) x 1
(74.131.254.252:29038, 212.132.129.36:40155, 0) x 1
(60.41.51.214:110, 43.135.195.156:33321, 0) x 1
(36.166.229.181:16273, 98.49.148.59:2206, 0) x 1
(244.89.171.130:7302, 214.218.6.212:28097, 0) x 1
(56.156.198.29:17710, 7.228.177.255:52630, 0) x 1
(227.192.183.73:60007, 224.207.57.210:45221, 0) x 1
(103.143.82.182:43672, 182.236.182.221:28623, 0) x 1
(113.164.81.214:49815, 114.127.160.13:63067, 0) x 1
(31.18.66.194:21925, 180.73.203.114:45432, 0) x 1
(167.154.121.198:52873, 30.195.1.42:20413, 0) x 1
(207.9.153.144:7845, 77.93.59.75:57422, 0) x 1
(209.205.1.205:31222, 227.189.194.241:55920, 0) x 1
(26.121.48.40:11559, 67.156.243.226:42008, 0) x 1
(15.207.68.96:29854, 38.13.176.91:42068, 0) x 1
(233.179.78.25:54409, 166.102.56.24:53519, 0) x 1
(155.200.25.223:12192, 156.231.124.200:33270, 0) x 1
(144.10.198.243:10812, 167.56.21.95:24687, 0) x 1
(72.209.20.12:27753, 87.250.128.204:58448, 0) x 1
(30.26.13.146:43208, 10.223.183.120:25487, 0) x 1
(29.111.14.224:36209, 133.220.148.165:26197, 0) x 1
(154.158.209.120:26276, 108.219.150.180:15923, 0) x 1
(215.105.208.150:28837, 46.143.130.109:34718, 0) x 1
(97.197.212.216:58592, 49.48.31.0:34872, 0) x 1
(212.150.149.171:65249, 93.1.3.139:17389, 0) x 1
(141.8.178.102:14399, 159.89.237.217:54699, 0) x 1
(134.55.109.30:52626, 208.187.117.136:54569, 0) x 1
(100.227.231.106:44136, 34.152.81.205:39039, 0) x 1
(210.34.219.126:32632, 252.10.64.194:9344, 0) x 1
(6.86.107.212:11752, 172.31.217.183:19200, 0) x 1
(142.30.30.138:60603, 32.114.144.202:64385, 0) x 1
(218.22.130.53:64486, 90.53.162.86:5376, 0) x 1
(17.16.88.185:65422, 168.133.93.129:19882, 0) x 1
(183.219.98.84:51842, 222.45.217.130:8567, 0) x 1
(195.14.180.158:43256, 196.231.184.254:30632, 0) x 1
(185.252.173.177:46864, 91.253.84.128:49957, 0) x 1
(185.235.70.14:9286, 20.62.234.43:63302, 0) x 1
(102.51.5.98:23478, 105.188.41.16:41738, 0) x 1
(222.194.249.146:1422, 211.133.150.255:43465, 0) x 1
(118.85.121.29:50249, 12.93.52.106:57409, 0) x 1
(123.181.74.250:33200, 83.211.99.253:34091, 0) x 1
(181.150.70.123:56178, 90.243.245.95:23187, 0) x 1
(162.72.80.9:40197, 199.17.177.134:23132, 0) x 1
(109.66.102.194:49445, 21.235.207.111:5740, 0) x 1
(82.101.174.132:64546, 242.181.78.210:30808, 0) x 1
(33.38.101.231:3577, 228.69.180.16:4733, 0) x 1
(89.245.191.209:9100, 115.231.75.253:22035, 0) x 1
(235.182.133.15:30997, 226.34.142.136:40317, 0) x 1
(201.46.81.28:16730, 255.141.233.22:50904, 0) x 1
(152.229.66.6:5610, 202.174.118.52:56213, 0) x 1
(121.60.201.205:4033, 2.0.187.156:22089, 0) x 1
(158.36.84.1:25635, 142.208.217.201:58183, 0) x 1
(23.61.160.210:44473, 136.114.200.34:48667, 0) x 1
(82.223.169.231:59521, 84.145.166.22:49461, 0) x 1
(172.205.164.15:38113, 11.164.137.208:11097, 0) x 1
(235.127.146.124:53530, 188.251.225.67:18489, 0) x 1
(254.134.171.194:2878, 146.109.243.16:35391, 0) x 1
(55.205.205.171:2230, 85.214.15.219:3837, 0) x 1
(224.49.99.77:17378, 55.220.177.196:8255, 0) x 1
(15.49.28.64:43414, 86.237.72.66:35143, 0) x 1
(99.47.254.110:62464, 77.89.247.244:61874, 0) x 1
(104.249.175.234:33010, 93.27.136.143:25596, 0) x 1
(149.210.116.115:31958, 238.50.205.196:47423, 0) x 1
(180.125.131.162:26158, 102.117.77.72:14666, 0) x 1
(41.146.75.121:25771, 74.57.61.186:9597, 0) x 1
(53.242.198.5:60429, 29.66.180.65:14531, 0) x 1
(78.56.205.168:5864, 3.204.228.80:6703, 0) x 1
(179.184.134.126:56271, 44.147.181.92:5751, 0) x 1
(9.139.162.62:681, 198.219.6.212:22584, 0) x 1
(46.63.96.170:18513, 189.45.40.194:20972, 0) x 1
(148.73.30.212:52062, 220.87.129.144:5278, 0) x 1
(170.227.217.93:29473, 233.44.78.170:16629, 0) x 1
(120.166.69.220:6030, 164.43.166.151:36100, 0) x 1
(198.82.86.234:22290, 67.228.105.187:15551, 0) x 1
(12.109.70.26:63515, 217.253.60.14:45623, 0) x 1
(186.194.36.152:62269, 58.216.244.62:42602, 0) x 1
(241.253.193.22:55572, 170.233.108.78:3667, 0) x 1
(96.187.83.31:53246, 153.185.214.92:32081, 0) x 1
(202.116.99.112:36806, 154.253.237.86:16838, 0) x 1
(108.123.145.47:20924, 21.108.17.21:60583, 0) x 1
(197.209.46.80:44141, 198.137.248.169:52301, 0) x 1
(24.59.127.190:15839, 209.3.176.36:54050, 0) x 1
(207.101.112.186:948, 199.88.180.227:58897, 0) x 1
(136.153.103.98:14761, 236.49.148.138:54668, 0) x 1
(29.26.9.193:55221, 85.1.9.157:12532, 0) x 1
(159.188.245.128:11319, 237.113.175.195:46017, 0) x 1
(160.143.223.64:34613, 147.29.121.82:11438, 0) x 1
(129.140.119.141:18236, 61.18.105.17:63013, 0) x 1
(196.81.52.51:14482, 161.126.196.186:178, 0) x 1
(100.245.162.35:28224, 253.197.163.136:22844, 0) x 1
(120.7.94.56:52508, 17.97.25.91:53513, 0) x 1
(144.163.46.8:12262, 73.148.101.6:36482, 0) x 1
(24.128.162.187:1079, 255.89.124.253:54189, 0) x 1
(254.19.103.148:38418, 28.102.163.83:10367, 0) x 1
(143.218.167.26:45116, 229.156.213.96:37295, 0) x 1
(214.36.157.249:24816, 238.84.84.225:61930, 0) x 1
(40.237.20.215:13951, 172.229.25.91:56461, 0) x 1
(108.20.130.122:1442, 111.120.189.65:21486, 0) x 1
(73.55.169.77:42511, 198.3.183.129:22166, 0) x 1
(177.93.118.218:31349, 138.255.81.2:56109, 0) x 1
(15.205.106.140:41611, 223.13.234.66:27843, 0) x 1
(162.106.157.120:20409, 245.237.163.26:1372, 0) x 1
(60.163.113.131:22087, 40.32.0.105:1095, 0) x 1
(136.86.238.54:23922, 252.114.31.36:59987, 0) x 1
(33.215.114.109:24427, 109.120.96.122:374, 0) x 1
(147.116.168.120:41071, 64.212.128.248:43025, 0) x 1
(80.253.132.0:43436, 6.180.55.43:53556, 0) x 1
(106.187.125.242:53567, 27.91.13.29:42017, 0) x 1
(218.124.235.186:44757, 49.210.102.57:56151, 0) x 1
(111.150.160.105:32722, 243.231.40.232:53231, 0) x 1
(218.100.131.162:36013, 125.12.15.30:27781, 0) x 1
(177.224.211.220:41088, 244.127.106.138:3156, 0) x 1
(253.57.94.32:26631, 245.154.193.204:8302, 0) x 1
(92.14.58.140:35577, 100.160.197.112:58864, 0) x 1
(81.160.51.237:20751, 159.202.82.169:12321, 0) x 1
(121.20.37.216:6680, 59.92.97.63:10644, 0) x 1
(219.67.238.112:54191, 72.253.133.105:12940, 0) x 1
(138.228.20.74:38413, 167.185.23.252:43530, 0) x 1
(82.128.223.150:23240, 13.48.112.13:12803, 0) x 1
(153.87.99.145:41238, 227.88.58.21:30841, 0) x 1
(57.213.195.141:59756, 25.31.93.251:14818, 0) x 1
(130.185.3.176:50077, 255.74.140.191:13640, 0) x 1
(138.49.46.225:44862, 0.213.212.4:34528, 0) x 1
(208.83.255.145:17068, 140.232.58.140:27261, 0) x 1
(202.115.16.29:8827, 239.192.164.207:15014, 0) x 1
(139.248.111.248:55483, 138.234.76.166:39178, 0) x 1
(128.99.2.114:21263, 73.180.80.169:42365, 0) x 1
(161.220.29.218:28043, 248.182.201.140:17682, 0) x 1
(126.187.201.140:13665, 159.42.55.13:56472, 0) x 1
(234.215.174.44:26884, 123.142.160.137:2406, 0) x 1
(162.193.1.238:8997, 154.151.191.126:56622, 0) x 1
(101.171.51.157:57953, 215.104.175.47:61845, 0) x 1
(231.94.46.254:36837, 107.57.59.229:18850, 0) x 1
(171.250.105.56:49094, 199.18.239.100:13459, 0) x 1
(17.183.193.196:20062, 112.94.121.60:34843, 0) x 1
(253.78.75.248:19287, 113.47.250.1:58049, 0) x 1
(24.177.204.10:51923, 116.120.144.123:6662, 0) x 1
(66.187.24.113:19889, 63.222.248.215:53292, 0) x 1
(38.12.160.198:42345, 13.92.213.78:37949, 0) x 1
(36.45.53.200:60159, 58.246.155.192:55427, 0) x 1
(132.91.81.123:37401, 120.193.206.168:27247, 0) x 1
(27.41.140.50:43145, 13.30.85.202:15514, 0) x 1
(81.180.216.131:3825, 124.89.131.161:62924, 0) x 1
(222.168.57.252:33990, 151.237.102.184:12568, 0) x 1
(142.143.57.149:30746, 232.64.195.85:42002, 0) x 1
(97.15.175.227:50570, 76.89.185.162:52131, 0) x 1
(199.2.109.181:4978, 17.86.14.32:8448, 0) x 1
(153.152.119.227:31106, 201.200.19.94:6786, 0) x 1
(66.172.129.5:53447, 61.78.92.166:51175, 0) x 1
(16.2.235.228:31403, 231.86.91.92:63525, 0) x 1
(20.135.123.93:750, 79.68.225.156:22556, 0) x 1
(163.24.75.65:10227, 197.141.3.98:61050, 0) x 1
(214.126.131.126:49702, 118.66.221.22:60681, 0) x 1
(168.186.83.25:35551, 116.81.84.157:35120, 0) x 1
(12.56.101.74:23959, 155.183.76.91:47047, 0) x 1
(68.212.148.79:64207, 83.127.6.50:62525, 0) x 1
(202.221.164.109:63375, 213.18.164.30:11048, 0) x 1
(15.87.196.119:38015, 90.163.90.7:23122, 0) x 1
(133.69.70.78:57270, 172.25.19.130:8476, 0) x 1
(55.142.24.67:60789, 185.4.179.105:5339, 0) x 1
(221.140.178.23:36495, 24.16.87.170:31832, 0) x 1
(67.15.72.242:33293, 13.68.77.210:6892, 0) x 1
(77.9.51.43:34179, 181.218.72.224:42568, 0) x 1
(24.99.73.52:24304, 94.125.75.249:45575, 0) x 1
(131.197.201.106:23378, 144.113.99.90:46493, 0) x 1
(74.222.125.83:63137, 38.109.244.218:45624, 0) x 1
(213.49.199.214:12690, 51.22.131.67:20430, 0) x 1
(255.224.40.249:51894, 207.46.63.129:57772, 0) x 1
(60.242.243.81:45796, 3.5.118.180:58027, 0) x 1
(100.74.128.157:14904, 67.127.22.87:63901, 0) x 1
(123.176.43.46:29897, 67.171.169.156:59594, 0) x 1
(7.41.194.22:35002, 51.145.148.185:45563, 0) x 1
(222.148.248.172:19758, 182.28.203.174:18773, 0) x 1
(104.44.215.29:57879, 177.160.240.85:9055, 0) x 1
(138.88.217.75:52805, 240.59.173.239:25218, 0) x 1
(202.232.54.211:15761, 239.135.181.231:10935, 0) x 1
(75.116.7.167:2528, 9.38.244.215:38066, 0) x 1
(61.70.88.249:53007, 142.173.49.189:64405, 0) x 1
(87.120.130.146:45019, 120.193.176.71:167, 0) x 1
(193.11.66.164:30145, 59.156.240.209:48812, 0) x 1
(19.153.186.189:54970, 157.184.221.27:12867, 0) x 1
(97.235.33.116:9003, 78.232.103.95:19833, 0) x 1
(115.157.247.3:1703, 220.208.246.106:57499, 0) x 1
(199.188.157.106:8221, 203.49.223.25:39560, 0) x 1
(70.122.59.243:15208, 217.228.70.73:7508, 0) x 1
(81.222.37.75:21991, 255.34.219.207:58741, 0) x 1
(186.133.83.57:23784, 219.42.93.160:59014, 0) x 1
(167.252.74.169:32456, 127.207.134.244:22215, 0) x 1
(229.228.219.139:23876, 149.143.83.229:57284, 0) x 1
(38.167.53.204:30446, 8.109.14.109:34571, 0) x 1
(1.60.20.15:37992, 77.168.185.200:52912, 0) x 1
(30.83.104.96:52542, 46.128.82.190:19380, 0) x 1
(59.17.241.231:35422, 229.87.232.53:49643, 0) x 1
(233.182.51.205:56015, 179.193.152.168:8751, 0) x 1
(192.123.252.123:29576, 52.208.173.11:20877, 0) x 1
(116.142.16.106:5193, 250.71.166.145:49666, 0) x 1
(101.98.190.237:24502, 158.182.205.15:21834, 0) x 1
(237.22.78.91:22343, 238.121.198.72:56778, 0) x 1
(240.70.208.92:45466, 112.248.35.7:65446, 0) x 1
(191.134.18.53:34491, 225.76.115.253:18235, 0) x 1
(119.167.112.15:12538, 27.147.202.188:53964, 0) x 1
(224.105.177.244:32828, 249.47.173.131:54482, 0) x 1
(227.55.192.18:17655, 141.3.141.100:21825, 0) x 1
(219.221.164.53:5301, 111.109.150.7:64605, 0) x 1
(141.29.222.141:1297, 199.56.216.197:48905, 0) x 1
(220.115.86.142:57591, 10.154.145.81:43294, 0) x 1
(21.131.128.26:50260, 101.5.220.148:6769, 0) x 1
(186.100.187.66:13767, 156.245.182.253:5421, 0) x 1
(251.133.109.30:62123, 18.19.164.232:21702, 0) x 1
(134.224.13.41:62097, 81.135.128.93:52679, 0) x 1
(24.219.247.121:43829, 116.246.149.169:12321, 0) x 1
(120.122.177.198:43161, 85.103.214.177:7256, 0) x 1
(64.84.115.204:21323, 237.162.70.88:48435, 0) x 1
(73.253.13.189:58587, 146.119.140.96:13129, 0) x 1
(35.69.49.116:8386, 112.10.183.77:26117, 0) x 1
(144.38.69.136:11059, 203.150.186.120:3880, 0) x 1
(234.29.141.124:46771, 154.53.62.237:62416, 0) x 1
(198.44.85.161:56368, 136.225.114.99:21354, 0) x 1
(120.149.250.181:8596, 11.34.179.2:49265, 0) x 1
(223.147.12.215:30646, 137.176.121.93:22938, 0) x 1
(69.70.29.117:25920, 239.246.57.134:39832, 0) x 1
(116.248.21.8:8049, 134.41.99.224:57167, 0) x 1
(38.42.221.89:17999, 127.219.137.172:53421, 0) x 1
(250.79.235.172:32218, 228.81.123.9:10924, 0) x 1
(241.39.11.211:36629, 163.122.130.12:7196, 0) x 1
(117.44.75.79:23598, 169.160.108.41:53913, 0) x 1
(193.198.35.63:8296, 137.45.106.2:55302, 0) x 1
(146.20.215.135:52817, 103.60.6.203:26799, 0) x 1
(179.122.219.180:16020, 31.109.2.104:57432, 0) x 1
(39.164.54.172:18074, 243.218.79.252:58584, 0) x 1
(14.10.86.216:7096, 38.147.219.153:14241, 0) x 1
(6.159.97.251:13734, 6.76.200.7:15740, 0) x 1
(28.35.21.48:25756, 252.81.60.29:15811, 0) x 1
(249.35.138.22:20911, 89.78.178.247:19257, 0) x 1
(244.171.55.184:16385, 75.99.192.10:12310, 0) x 1
(112.132.186.2:6185, 173.31.252.246:25414, 0) x 1
(226.176.61.93:4209, 11.163.227.82:9270, 0) x 1
(238.209.134.11:58505, 64.218.251.238:43621, 0) x 1
(95.24.209.152:56702, 46.214.115.118:39994, 0) x 1
(234.178.229.120:24248, 224.17.25.146:45962, 0) x 1
(101.69.156.105:20429, 83.66.160.134:6536, 0) x 1
(142.144.213.243:41149, 170.48.11.89:19360, 0) x 1
(227.228.45.43:7524, 159.232.125.63:3768, 0) x 1
(192.163.184.140:62151, 202.126.146.88:18610, 0) x 1
(70.120.253.109:5981, 225.125.192.184:27092, 0) x 1
(248.164.192.188:2750, 214.199.161.151:60846, 0) x 1
